battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range,px_area,screen_area,build_score
1900,1,2.0,1,1,0,41,0.5,190,8,6,850,4,1,1,1,1,1455552,5,380.0
726,0,2.9,0,0,0,43,0.1,101,8,0,1446,8,1,1,0,0,506160,34,1010.0
1544,0,2.3,0,12,1,45,0.1,113,8,20,1300,18,1,1,0,1,202252,56,1130.0
1454,1,1.6,0,6,1,21,0.2,160,4,10,719,10,1,1,1,0,204600,140,800.0
1230,1,2.2,1,6,0,26,0.8,123,5,7,988,9,0,1,1,0,281216,55,153.75
1552,0,1.2,0,10,1,53,0.3,180,8,18,2606,12,1,0,0,2,282940,78,600.0
1519,0,2.1,0,0,0,32,0.7,200,1,10,2912,15,1,1,0,2,208152,110,285.7142857142857
723,1,1.9,0,4,0,30,0.3,102,1,7,2339,17,0,1,1,2,2788767,171,340.0
1191,0,2.4,1,2,0,13,0.9,169,1,7,1028,8,1,1,1,0,324527,84,187.77777777777777
1168,0,1.3,0,9,0,61,0.1,90,8,10,3173,17,0,0,1,3,250902,36,900.0
1229,0,0.5,1,15,0,14,0.8,191,2,16,1667,17,0,0,1,1,225360,102,238.75
1758,1,0.5,0,11,1,13,0.6,190,8,14,1897,15,1,0,0,2,1420368,12,316.6666666666667
1290,0,0.5,0,0,0,3,0.1,143,6,4,1214,15,0,1,1,1,665400,72,1430.0
574,0,2.8,1,16,0,38,0.1,90,6,17,3269,10,0,1,0,2,334906,56,900.0
1271,1,0.5,0,12,0,32,0.1,113,7,15,445,14,0,0,1,0,2631150,210,1130.0
1170,1,1.2,0,4,0,30,0.4,83,8,15,1073,8,1,1,0,0,46494,24,207.5
1269,1,1.3,0,14,0,52,0.8,118,2,15,665,5,0,0,0,1,3066240,90,147.5
1288,0,2.8,1,15,0,50,0.1,121,2,20,3129,2,0,0,0,3,2129193,102,1210.0
1366,1,0.7,1,0,1,34,0.1,150,2,9,3501,3,1,0,0,3,387528,143,1500.0
1572,1,0.8,1,7,1,8,0.8,169,5,8,3461,10,1,1,1,3,713749,18,211.25
1627,0,0.9,1,9,1,32,0.1,180,6,16,3206,16,1,1,0,3,56264,72,1800.0
1701,1,0.5,0,13,1,46,0.9,115,2,15,3717,10,1,1,0,3,301392,66,127.77777777777777
1900,1,0.5,1,0,1,55,0.9,171,1,1,3917,18,1,0,1,3,1159094,75,190.0
1974,0,1.0,0,4,0,24,0.3,80,7,13,861,6,1,0,1,0,136250,28,266.6666666666667
1197,1,0.5,1,9,0,20,0.1,129,5,10,2885,14,1,1,1,2,365940,133,1290.0
587,1,2.3,1,4,0,6,0.7,170,1,16,2777,14,1,1,0,2,1097316,18,242.85714285714286
934,0,1.1,0,7,0,24,0.8,112,5,12,1017,9,0,0,1,0,1625393,84,140.0
1195,0,2.0,1,1,1,23,0.1,82,4,9,980,17,1,0,0,0,179300,117,820.0
1853,1,1.0,0,2,0,23,0.4,92,1,15,2775,17,1,0,0,3,394102,56,230.0
1164,0,1.0,0,4,1,19,0.9,95,8,18,3309,3,1,0,1,3,1242216,45,105.55555555555556
1512,1,0.5,0,8,1,18,0.1,88,3,17,3607,6,1,1,1,3,2046863,120,880.0
1232,0,2.9,1,1,1,24,0.3,169,5,17,1257,16,1,0,0,0,292049,160,563.3333333333334
1813,1,0.6,1,0,1,5,0.2,198,3,8,759,14,1,1,0,0,441428,27,990.0
946,1,2.6,1,17,0,5,0.1,166,3,20,3720,4,0,1,0,3,3007158,105,1660.0
739,1,2.3,1,2,1,58,0.1,88,3,4,475,6,1,0,1,0,1615872,42,880.0
704,1,2.7,0,8,1,29,0.2,80,1,10,1122,10,1,1,1,0,1671972,27,400.0
1663,1,0.5,0,0,0,40,0.6,147,4,15,1336,15,1,0,0,1,1469295,40,245.0
1966,1,1.4,1,2,0,40,0.9,185,8,18,1185,20,0,1,0,2,2378439,22,205.55555555555554
1219,0,1.0,1,0,0,17,0.7,196,5,4,705,6,0,1,1,0,483406,33,280.0
612,1,0.7,0,6,0,35,0.6,181,5,12,3169,6,0,0,0,2,1730078,126,301.6666666666667
1658,1,1.4,0,0,1,39,0.7,182,1,5,3483,15,1,0,1,3,214020,10,260.0
1263,0,0.5,0,12,0,64,0.3,175,5,18,1183,17,0,0,1,1,335174,42,583.3333333333334
1395,1,2.8,0,0,1,55,0.6,118,3,1,3373,16,1,1,0,3,1397434,22,196.66666666666669
621,1,2.7,1,0,0,54,0.1,151,4,20,2801,5,1,1,1,2,394940,6,1510.0
652,0,0.5,1,1,0,58,0.6,142,3,2,565,9,0,0,1,0,362384,216,236.66666666666669
1175,0,0.6,0,10,0,25,0.1,145,2,12,3153,12,1,0,0,2,205637,36,1450.0
561,1,1.0,0,0,0,11,0.1,163,8,10,3421,5,1,1,1,2,578592,32,1630.0
1137,0,2.2,0,6,1,3,0.9,173,5,7,316,17,1,0,0,0,1606250,210,192.22222222222223
1835,1,2.3,0,4,1,11,0.1,193,7,13,448,14,1,0,0,0,224455,306,1930.0
1170,0,2.9,1,2,0,40,0.4,169,6,5,2366,2,1,1,1,1,292068,128,422.5
1595,1,0.8,1,0,1,44,0.7,85,4,20,3881,9,1,0,1,3,1882112,140,121.42857142857143
1719,1,2.0,0,0,0,12,0.3,122,8,7,462,5,0,0,0,0,216960,18,406.6666666666667
1770,0,2.3,1,0,0,7,0.8,128,7,6,1480,17,1,0,0,1,1375072,6,160.0
1312,0,0.5,1,0,1,28,0.8,163,2,0,1087,14,1,0,0,1,2285982,272,203.75
1878,0,1.5,1,5,1,56,0.3,139,5,13,2711,3,1,1,1,2,102297,16,463.33333333333337
1871,1,2.0,0,7,1,20,0.1,81,7,14,2144,12,1,1,1,2,148016,156,810.0
922,0,1.5,1,1,1,35,0.9,188,7,15,1165,4,1,1,1,0,1405128,114,208.88888888888889
1975,1,1.5,0,6,1,16,0.9,128,8,11,2998,13,1,1,0,2,52400,20,142.22222222222223
1212,0,2.6,0,1,1,46,0.3,102,4,8,2249,4,1,1,1,2,1047865,42,340.0
1430,1,0.9,0,3,0,56,0.1,179,3,5,752,17,0,0,1,0,515514,136,1790.0
1958,1,1.9,1,0,0,4,0.2,190,2,3,1409,3,0,0,0,1,193648,80,950.0
1836,1,2.1,1,0,1,30,0.2,184,7,15,3072,5,1,1,0,3,339480,21,920.0
557,1,1.6,0,0,0,24,0.5,125,3,0,1305,3,1,0,1,0,1487265,96,250.0
539,1,0.6,1,9,0,21,0.1,145,7,14,3597,9,0,0,0,2,330049,70,1450.0
880,0,0.5,1,1,0,44,0.5,172,8,15,3132,6,0,1,1,2,567672,56,344.0
1369,1,1.8,1,6,0,34,0.5,162,1,7,3856,18,0,1,1,3,402031,72,324.0
1109,1,2.7,1,1,0,39,0.4,98,1,9,1524,7,1,1,1,1,2485717,150,245.0
843,0,1.8,1,0,0,16,0.1,166,5,6,3673,20,1,0,1,3,1075176,12,1660.0
598,0,2.3,1,7,0,21,0.7,196,2,10,3293,7,1,0,1,2,797640,32,280.0
972,1,2.7,1,1,0,5,1.0,126,4,2,3035,19,1,0,1,2,560592,84,126.0
1944,1,0.5,0,5,1,36,0.1,197,6,18,584,13,1,1,0,1,2088200,238,1970.0
1225,0,0.7,1,0,1,2,0.6,138,7,1,2675,15,1,1,0,2,238917,132,230.0
644,1,1.3,1,7,1,30,0.5,114,1,16,2382,19,1,0,1,2,1885560,54,228.0
1919,0,1.5,0,5,1,48,0.8,150,4,6,1391,12,1,0,1,1,362064,247,187.5
501,0,2.3,0,12,1,54,0.3,131,4,19,2346,2,1,0,1,1,548856,156,436.6666666666667
1620,1,2.2,1,0,1,30,0.2,185,3,3,606,18,1,0,0,0,859456,36,925.0
1227,1,1.1,1,0,0,34,0.2,130,3,3,1324,12,0,1,1,1,1665235,21,650.0
1359,1,0.5,1,1,1,58,0.5,107,6,3,1076,4,1,1,1,0,401846,128,214.0
1914,0,0.7,0,1,0,35,0.6,118,8,2,643,8,1,0,1,1,1602342,17,196.66666666666669
1645,1,1.8,0,1,0,21,0.7,123,7,2,783,20,1,0,0,0,1173276,80,175.71428571428572
1063,1,1.1,0,0,1,26,0.8,101,5,2,3809,5,1,0,1,3,1488256,272,126.25
946,0,2.1,0,0,1,19,0.2,154,8,0,2104,16,1,1,0,1,100170,28,770.0
1231,0,1.2,1,5,0,54,0.8,185,3,10,1762,6,1,1,0,1,748288,15,231.25
1397,0,2.9,1,13,0,9,0.5,87,6,18,3137,11,1,1,1,3,2604228,12,174.0
701,1,0.7,0,7,0,15,0.5,160,3,11,1756,17,1,1,1,1,1258512,18,320.0
570,1,0.5,1,2,0,9,0.3,111,7,5,3663,14,0,0,0,3,2551527,140,370.0
1993,1,0.5,0,10,1,27,0.3,147,8,11,2437,9,1,0,0,2,76500,84,490.0
955,0,0.5,1,4,0,43,0.9,143,5,8,1432,9,1,1,1,1,1885728,108,158.88888888888889
924,0,0.5,1,0,1,47,0.3,167,8,6,1620,12,1,0,0,1,195804,255,556.6666666666667
600,0,0.5,0,0,0,14,0.8,112,5,2,1655,9,0,0,0,0,239040,108,140.0
518,0,0.8,1,0,0,3,0.1,178,7,1,2832,8,1,0,1,2,850839,30,1780.0
1063,1,2.5,0,0,1,31,0.9,95,6,10,961,5,1,1,0,0,275825,96,105.55555555555556
920,1,0.5,0,2,0,46,0.8,149,3,3,2608,2,0,0,1,2,1503418,36,186.25
1715,0,1.9,0,4,1,3,0.1,171,5,6,514,13,1,0,0,0,130508,28,1710.0
1841,1,1.3,1,6,0,14,0.6,167,8,8,2304,18,0,0,1,2,398496,7,278.33333333333337
543,1,0.5,1,4,1,60,0.7,132,5,7,933,5,1,1,0,0,714483,84,188.57142857142858
1762,1,2.7,1,13,1,25,0.9,189,1,14,1896,20,1,1,1,1,158100,140,210.0
1112,1,0.5,1,1,0,53,0.6,121,4,16,3655,20,1,1,0,3,172926,21,201.66666666666669
709,1,2.0,1,0,0,35,0.1,136,1,0,1973,16,0,1,1,1,2465820,108,1360.0
1315,1,2.6,0,7,0,64,0.8,128,7,16,3278,13,0,0,0,2,33925,18,160.0
1762,1,2.5,0,10,1,15,0.3,107,8,11,2183,11,1,1,0,2,1504492,24,356.6666666666667
1462,1,1.7,1,1,0,25,0.2,182,7,18,824,13,1,0,1,0,134498,75,910.0
571,0,1.6,1,8,0,35,0.2,186,7,20,2598,8,1,1,0,1,226914,65,930.0
666,1,0.5,1,7,1,54,0.4,81,3,13,1254,9,1,1,1,0,78474,135,202.5
1994,0,1.5,1,2,1,7,0.5,146,8,7,3622,20,1,0,1,3,641445,42,292.0
1583,1,2.1,1,11,0,14,0.7,148,7,16,1704,2,1,0,1,2,1555242,221,211.42857142857144
1778,0,1.4,1,3,1,45,1.0,132,4,17,1624,9,1,1,0,1,45408,195,132.0
1926,1,1.1,0,13,1,50,0.2,179,6,17,3809,17,1,1,0,3,371000,204,895.0
966,1,0.6,0,9,1,50,0.2,117,4,10,2574,5,1,0,1,2,2536284,10,585.0
568,0,2.0,0,1,0,36,0.3,179,3,4,950,9,1,0,0,0,308243,153,596.6666666666667
1897,0,3.0,0,1,1,21,0.5,192,8,2,273,3,1,1,1,0,2536785,102,384.0
1695,0,0.5,1,6,1,46,0.7,200,3,9,446,15,1,1,1,1,3399318,208,285.7142857142857
1623,1,1.2,0,6,1,61,0.9,120,7,12,1510,17,1,1,0,2,2872576,120,133.33333333333334
914,1,0.5,0,0,1,26,0.7,147,4,0,1122,2,1,1,1,0,509026,108,210.0
1721,1,0.5,1,4,1,33,0.5,128,4,5,707,5,1,1,1,0,912808,38,256.0
890,1,2.2,1,4,0,44,0.5,198,8,13,751,3,0,0,0,0,2011602,21,396.0
600,0,0.5,0,1,0,48,0.8,191,3,7,3393,8,1,0,0,2,733965,84,238.75
1677,0,1.8,1,4,0,11,0.7,124,6,8,3771,12,1,0,0,3,400267,90,177.14285714285717
723,0,0.5,0,0,1,3,0.2,168,4,3,1851,16,1,0,0,1,1608160,45,840.0
638,0,1.7,1,11,0,27,0.5,102,4,17,2735,9,1,1,0,2,1619493,14,204.0
852,0,1.0,1,4,1,62,0.7,104,7,13,2253,7,1,1,0,1,339587,68,148.57142857142858
1979,1,1.6,1,0,0,32,0.2,165,7,1,452,14,0,1,0,0,1357790,78,825.0
710,1,0.5,0,6,0,32,0.8,151,5,9,1419,18,0,1,0,0,415645,132,188.75
1034,0,2.6,1,2,1,45,0.3,190,3,4,969,7,1,0,0,0,235326,15,633.3333333333334
600,0,2.5,1,8,1,22,0.1,145,1,11,3441,5,1,0,0,2,240534,19,1450.0
1027,0,0.5,0,2,1,64,0.9,103,2,7,3786,12,1,0,0,3,2966406,204,114.44444444444444
1260,0,0.6,0,5,1,13,1.0,106,6,6,2710,8,1,1,0,2,121440,13,106.0
1793,0,1.8,1,10,0,12,0.5,169,6,17,3533,15,1,1,1,3,1539948,224,338.0
675,0,2.3,0,10,0,60,0.9,144,5,15,1735,13,1,0,1,0,145344,42,160.0
658,1,2.7,0,0,1,12,0.9,103,7,3,3587,20,1,0,0,3,2023000,154,114.44444444444444
1694,1,0.6,0,0,1,34,0.3,102,7,7,2298,2,1,1,0,2,206973,85,340.0
804,1,0.8,1,12,1,41,0.9,89,1,13,2027,11,1,0,0,1,579962,55,98.88888888888889
1713,0,2.5,1,1,0,27,0.9,127,7,3,2406,20,1,0,1,2,710046,130,141.11111111111111
706,0,0.5,0,13,1,31,0.1,108,3,19,2419,4,1,0,1,1,509334,56,1080.0
1362,0,0.5,0,3,0,25,0.8,131,7,9,995,18,0,1,1,0,832265,42,163.75
1527,0,2.7,0,10,1,60,0.1,154,5,14,2078,11,1,1,1,2,587016,15,1540.0
768,0,0.5,1,0,0,19,0.9,159,2,1,1145,7,0,0,1,0,631267,19,176.66666666666666
1314,0,2.9,1,8,1,41,0.1,155,4,12,626,4,1,1,1,0,65201,40,1550.0
705,1,0.5,0,5,1,57,0.9,155,6,9,1509,18,1,1,1,1,1530636,165,172.22222222222223
1403,0,2.7,0,2,1,26,0.1,164,5,3,3371,9,1,0,1,3,576711,117,1640.0
1486,0,2.6,0,7,0,52,0.1,85,4,15,297,15,0,1,0,0,2498210,13,850.0
781,0,1.1,0,2,0,38,0.4,198,5,7,3508,5,0,0,1,3,508896,104,495.0
986,1,1.5,0,1,1,23,0.8,183,8,3,2385,19,1,0,0,1,376800,144,228.75
1310,0,1.4,0,0,0,33,0.4,105,1,14,1301,19,0,0,1,1,818896,156,262.5
560,1,2.0,1,6,1,57,0.3,81,3,12,2167,7,1,0,1,1,106160,110,270.0
1348,0,1.3,0,0,0,43,0.4,116,5,6,3914,8,1,0,1,3,102204,30,290.0
1567,0,0.5,1,3,0,22,0.5,119,6,6,2312,18,1,0,0,2,883445,9,238.0
1940,1,0.9,1,4,0,17,0.7,93,5,7,2297,8,0,1,0,2,96096,84,132.85714285714286
1979,1,2.9,1,0,1,19,1.0,176,3,9,411,2,1,1,1,0,2039092,16,176.0
561,1,2.1,1,7,1,2,0.1,193,3,13,665,4,1,1,0,0,1365170,60,1930.0
1717,1,1.3,0,1,0,62,0.7,130,1,3,3226,5,0,1,0,3,493290,24,185.71428571428572
535,0,1.5,0,1,1,48,0.7,113,1,4,740,18,1,1,0,0,235190,110,161.42857142857144
1413,0,0.5,1,4,1,39,0.1,185,5,12,3878,4,1,0,0,3,1369402,304,1850.0
1358,0,2.5,1,0,0,20,0.6,135,7,0,3406,11,0,0,1,3,2457675,5,225.0
1519,0,2.9,0,2,0,30,0.7,112,7,8,2440,10,1,1,1,2,1909644,45,160.0
1254,0,1.2,1,2,0,50,0.7,108,5,6,3959,17,1,1,0,3,468006,40,154.2857142857143
1591,1,2.2,0,3,1,49,0.4,154,6,7,3703,20,1,1,0,3,2606072,102,385.0
977,1,2.8,1,2,0,35,0.6,165,2,15,3714,10,0,1,1,3,2796724,57,275.0
1640,1,0.7,0,10,1,21,0.8,169,7,14,337,5,1,1,0,0,766289,48,211.25
663,0,0.8,1,0,0,25,0.6,183,2,1,3176,2,1,0,1,2,131610,12,305.0
1744,1,1.0,0,1,1,20,0.5,112,8,3,1205,14,1,0,0,1,48824,126,224.0
1624,0,1.6,1,8,0,28,0.4,150,2,10,2473,2,1,0,0,2,481611,176,375.0
1108,1,1.3,1,14,1,2,0.3,169,7,20,1229,4,1,1,0,0,362336,15,563.3333333333334
1188,1,1.4,1,0,1,9,0.6,114,2,0,2896,16,1,0,1,3,2086162,132,190.0
817,0,1.3,0,0,0,11,0.5,144,3,11,2039,19,0,1,0,1,553052,66,288.0
863,0,1.6,1,5,1,6,0.7,133,4,13,520,18,1,0,1,0,1289883,20,190.0
1397,0,2.4,1,5,1,3,0.2,121,3,15,1378,4,1,1,1,1,717914,270,605.0
1108,0,1.0,0,3,0,49,0.7,140,5,12,3254,16,1,0,0,3,2162468,72,200.0
1068,0,2.0,1,1,1,37,0.9,184,7,13,1803,7,1,0,0,1,371628,20,204.44444444444443
1702,1,2.3,0,12,1,52,0.5,145,2,15,2501,4,1,0,0,3,2082927,192,290.0
808,0,0.5,1,0,0,8,0.1,192,4,1,3762,12,1,0,1,3,1168638,135,1920.0
1156,0,0.5,0,6,0,61,0.1,89,7,9,1796,13,0,1,1,1,1532068,96,890.0
1271,0,0.5,1,2,0,54,0.1,159,8,3,990,6,0,1,1,0,398450,154,1590.0
696,0,0.5,0,6,0,51,0.3,197,3,8,2630,9,0,0,1,1,588643,144,656.6666666666667
1981,1,1.9,1,13,0,45,0.3,175,6,18,1380,13,0,1,0,1,238162,10,583.3333333333334
614,0,1.7,1,0,1,58,0.2,128,7,2,3487,11,1,1,1,2,11418,90,640.0
1590,0,0.6,1,0,0,7,0.3,122,3,17,1201,18,1,1,1,1,2335080,36,406.6666666666667
1945,0,1.6,0,4,0,21,0.7,113,3,10,3015,15,0,0,0,3,250600,6,161.42857142857144
1135,1,2.8,1,9,0,43,0.4,158,1,11,3204,6,1,0,0,3,1096410,234,395.0
1049,0,0.6,1,8,1,2,0.3,172,6,10,433,6,1,0,0,0,60996,70,573.3333333333334
1807,1,2.1,0,2,0,49,0.8,125,1,10,1906,13,0,1,1,2,466408,221,156.25
984,1,0.5,0,13,1,42,0.8,98,7,17,898,13,1,1,0,0,1668996,128,122.5
720,1,1.4,1,0,1,61,0.6,96,7,8,2799,15,1,0,1,3,2334351,15,160.0
1536,0,0.8,0,12,0,13,0.3,105,7,20,2020,16,1,1,0,2,35948,36,350.0
771,1,0.5,0,3,0,25,1.0,86,4,6,770,20,0,1,0,0,301494,12,86.0
503,0,2.5,0,3,0,57,0.6,185,6,11,305,16,0,0,1,0,1004398,88,308.33333333333337
675,0,2.4,0,1,0,42,0.6,187,7,2,2953,13,1,1,0,2,421268,45,311.6666666666667
1936,1,1.9,1,13,1,34,0.2,182,7,14,1671,9,1,0,1,1,643599,6,910.0
1303,0,1.0,1,0,1,15,0.1,138,3,10,2574,14,1,1,1,2,367316,48,1380.0
1004,1,2.9,1,0,0,35,0.2,141,6,9,3772,18,0,1,1,3,1046962,136,705.0
1972,0,1.2,1,0,0,37,0.7,102,2,1,2870,17,0,0,0,3,1178320,96,145.71428571428572
1822,0,1.2,0,0,0,8,0.2,195,6,0,2577,8,1,1,0,2,156520,45,975.0
1159,1,2.8,0,5,1,18,0.5,83,1,7,2246,3,1,1,0,1,492363,8,166.0
1782,1,2.8,1,6,1,58,0.8,157,1,13,2405,16,1,0,1,2,866133,90,196.25
894,0,2.1,1,16,0,16,0.7,168,8,20,3377,6,1,1,1,2,371800,5,240.00000000000003
1884,0,2.1,1,7,1,43,0.8,185,1,18,3619,7,1,1,1,3,369369,112,231.25
1648,1,0.5,0,1,1,17,0.9,142,2,3,1184,2,1,0,1,1,1385322,12,157.77777777777777
798,0,2.4,0,5,0,4,0.2,96,3,9,2965,14,1,1,0,2,338218,105,480.0
802,1,2.4,1,1,0,45,0.8,157,3,9,3713,8,0,0,0,3,2121267,24,196.25
1276,1,2.9,1,2,0,53,0.3,130,2,3,3798,8,1,1,1,3,159495,190,433.33333333333337
1331,1,1.6,0,0,0,16,0.5,165,2,7,1026,20,1,0,1,1,1359634,65,330.0
1620,0,2.6,1,6,0,5,0.9,186,6,18,1086,13,1,0,0,1,581126,252,206.66666666666666
1996,0,2.5,0,5,1,51,0.4,122,4,9,2236,12,1,0,1,2,969595,56,305.0
1092,0,2.7,1,8,0,45,0.8,185,1,10,1303,20,0,1,1,1,1999296,36,231.25
1018,1,0.7,1,7,0,63,0.1,155,5,18,3048,2,0,0,1,2,755848,30,1550.0
545,0,0.5,0,0,1,11,0.3,131,3,1,616,19,1,1,1,0,553212,90,436.6666666666667
554,1,1.3,0,0,0,12,0.1,105,6,10,3764,4,0,1,1,2,68510,70,1050.0
1264,0,2.9,1,2,1,34,0.2,171,3,3,419,3,1,1,1,0,477138,28,855.0
1030,0,1.6,1,3,1,58,0.2,138,6,20,2858,18,1,1,1,3,2013132,12,690.0
1432,1,1.7,1,6,1,39,0.3,164,4,18,504,10,1,1,0,0,197923,56,546.6666666666667
558,1,2.8,0,1,1,49,0.8,142,5,4,392,8,1,1,1,0,1600185,50,177.5
829,0,0.5,0,0,0,56,0.6,129,7,1,820,11,1,0,1,0,174356,72,215.0
1741,1,1.8,0,0,0,14,0.7,143,8,0,3387,3,1,0,0,3,1383350,33,204.2857142857143
1849,1,2.3,0,7,1,15,0.4,144,5,19,3447,19,1,0,1,3,680538,154,360.0
733,0,2.1,0,5,1,7,0.2,174,7,10,1403,2,1,1,0,0,627005,120,870.0
1872,1,0.9,1,0,0,16,0.5,80,2,2,2295,16,0,0,1,2,424424,165,160.0
1853,0,0.5,1,1,0,27,0.3,197,6,13,1973,8,1,0,1,2,989925,20,656.6666666666667
1149,1,2.2,0,4,0,30,0.2,106,6,5,3755,8,1,0,0,3,2708475,238,530.0
891,0,0.5,1,9,1,25,0.3,196,2,19,2073,10,1,0,1,1,646500,7,653.3333333333334
1911,1,2.0,0,7,1,64,0.6,163,8,8,3872,11,1,1,0,3,3514610,72,271.6666666666667
550,1,0.5,0,16,1,23,0.1,145,2,17,302,8,1,0,0,0,937980,90,1450.0
576,0,0.8,0,0,1,27,0.1,121,2,4,1519,8,1,0,1,1,1149126,108,1210.0
1760,0,1.9,0,1,1,50,0.8,198,1,2,2549,4,1,1,0,2,465192,80,247.5
969,0,2.4,0,0,0,45,0.3,124,7,0,404,19,1,0,1,0,289199,90,413.33333333333337
1160,0,1.1,0,1,1,63,0.7,166,3,2,595,15,1,0,1,0,654558,72,237.14285714285717
827,0,1.1,1,2,1,18,0.9,160,2,16,1663,17,1,1,1,0,367808,84,177.77777777777777
1786,0,0.5,0,9,1,58,0.7,161,7,10,2764,7,1,1,1,3,386001,27,230.00000000000003
774,1,0.6,1,2,1,8,0.4,136,1,4,2614,14,1,1,1,2,3194745,42,340.0
819,1,2.5,1,0,1,11,0.2,83,8,1,1094,15,1,0,0,0,360036,50,415.0
1042,0,2.2,0,15,1,11,0.6,139,5,16,2826,2,1,0,0,2,69224,108,231.66666666666669
1368,0,3.0,1,10,0,50,0.2,97,7,18,2496,5,0,1,1,2,578642,78,485.0
1592,0,2.1,0,6,1,50,0.1,181,2,17,2103,7,1,0,0,1,266220,152,1810.0
1067,0,1.8,1,11,0,14,0.2,146,1,15,966,13,0,0,1,0,973685,30,730.0
1892,1,0.7,0,5,0,47,0.4,110,4,10,2172,3,1,1,1,2,2188036,238,275.0
915,0,1.1,0,6,0,56,0.6,187,8,17,905,12,0,1,0,0,770336,190,311.6666666666667
774,1,2.8,0,7,1,55,0.9,124,3,18,3916,12,1,1,0,3,7168,8,137.77777777777777
1848,1,1.4,1,2,1,42,0.7,179,2,10,3902,3,1,0,1,3,93170,99,255.71428571428572
1501,0,1.1,0,12,1,2,0.2,187,1,15,2487,16,1,1,1,2,209088,156,935.0
1614,0,1.9,0,8,1,55,0.3,188,3,17,3914,13,1,0,0,3,1143800,221,626.6666666666667
911,1,2.9,0,0,0,46,0.1,181,5,1,363,17,0,1,0,0,308870,45,1810.0
1520,0,0.5,0,1,1,24,0.7,199,5,8,3233,4,1,0,1,3,208081,39,284.2857142857143
1647,0,1.4,1,3,1,38,0.3,102,6,15,2532,15,1,0,1,2,228705,224,340.0
1347,0,0.9,1,8,1,53,0.8,108,6,15,3836,14,1,0,1,3,968688,45,135.0
967,1,1.6,0,4,0,25,0.6,92,8,9,3076,18,0,1,1,2,399006,28,153.33333333333334
1442,0,2.2,0,0,1,56,0.7,145,5,3,1513,7,1,1,0,2,2712168,88,207.14285714285717
1204,1,2.6,0,0,0,10,0.3,199,7,3,1724,19,1,0,0,1,711360,22,663.3333333333334
1320,0,2.1,1,0,1,41,0.6,144,7,2,542,14,1,1,0,0,151167,11,240.0
1800,1,0.7,0,2,1,8,0.4,100,7,6,3481,8,1,0,1,3,329200,80,250.0
1567,0,2.1,1,3,0,22,0.8,153,3,19,3991,10,1,0,0,3,251940,30,191.25
1439,0,0.9,0,12,1,20,0.8,147,1,17,1790,15,1,0,1,1,583432,228,183.75
1422,0,1.0,0,15,0,3,0.1,112,1,17,509,3,1,1,1,0,926,19,1120.0
1591,1,2.2,1,4,1,52,1.0,161,3,16,282,14,1,1,1,0,899268,90,161.0
880,0,1.7,0,2,0,6,0.6,198,4,19,3006,3,1,0,0,2,417120,24,330.0
1929,1,0.5,1,0,1,19,1.0,163,6,2,1913,6,1,1,0,1,366799,84,163.0
1642,1,1.6,1,0,0,5,0.4,102,5,2,1333,2,0,0,1,2,3184854,108,255.0
1511,0,2.5,1,3,0,21,0.2,114,3,18,3746,5,1,0,0,3,2883810,60,570.0
1312,0,1.3,0,5,1,10,0.6,163,2,9,3941,13,1,1,1,3,84835,12,271.6666666666667
1852,0,1.4,0,4,1,10,0.7,196,1,18,3970,11,1,0,1,3,674540,13,280.0
972,1,1.3,0,8,0,44,0.7,82,7,10,3925,7,0,1,0,3,174933,42,117.14285714285715
691,1,2.7,1,4,1,33,0.9,108,4,8,424,15,1,1,1,0,914862,15,120.0
807,0,0.5,0,9,0,8,0.3,158,5,20,1284,2,0,1,1,0,464899,221,526.6666666666667
1113,0,0.6,1,0,0,25,0.3,145,1,10,277,12,1,0,1,0,1373664,22,483.33333333333337
721,1,1.3,1,10,0,16,0.9,125,1,18,1713,4,0,1,1,1,759696,30,138.88888888888889
1188,1,1.5,1,0,0,54,0.3,198,6,2,485,7,0,1,0,0,1689350,84,660.0
1512,1,0.5,0,1,0,52,0.1,131,1,14,3002,7,0,0,1,2,317016,30,1310.0
805,1,0.7,0,0,0,64,0.1,97,4,14,418,17,0,1,1,0,451264,66,970.0
918,0,0.9,1,1,0,8,0.1,123,7,5,1652,14,1,1,0,1,438163,68,1230.0
1320,0,0.5,1,7,0,48,0.2,168,5,16,2893,9,0,0,1,2,163049,40,840.0
1236,0,0.9,1,2,1,57,0.1,188,1,14,1406,20,1,0,1,0,418253,168,1880.0
1387,0,0.5,0,0,1,61,0.5,98,3,0,629,11,1,1,0,0,903535,15,196.0
1883,1,2.7,1,6,1,30,0.5,95,2,10,3724,20,1,1,1,3,420021,240,190.0
839,0,2.0,1,0,0,14,0.4,175,7,3,3835,11,1,0,0,3,784524,120,437.5
1593,1,1.0,0,0,1,52,0.7,130,8,0,1354,13,1,1,1,1,1016696,195,185.71428571428572
1722,1,1.0,0,7,0,25,0.8,88,6,19,2376,19,0,0,1,3,1931202,5,110.0
1954,0,0.6,1,8,0,7,0.9,126,3,9,3438,13,1,0,0,3,464370,204,140.0
1788,1,0.5,1,15,1,2,0.3,150,6,20,2655,4,1,0,1,2,506456,24,500.0
1628,0,0.5,0,5,1,33,0.9,101,6,8,3361,13,1,0,0,3,264916,160,112.22222222222221
